,idx,impact,h_index,quartile
895,9204095,"2,07",174,Q1
896,9211103,1,1,Q4
897,9205070,1,1,Q4
898,9211092,1,1,Q4
899,9206004,"2,07",174,Q1
900,9206021,"1,01",113,Q1
901,9203023,"2,07",174,Q1
902,9207118,1,1,Q4
903,9205116,"1,18",108,Q1
904,9211020,1,1,Q4
905,9207010,1,1,Q4
906,9202024,"2,07",174,Q1
907,9208069,"2,07",174,Q1
908,9211078,1,1,Q4
909,9208026,"2,07",174,Q1
910,9209042,"2,07",174,Q1
911,9207014,1,1,Q4
912,9201039,"2,07",174,Q1
913,9211035,"2,50",283,-
914,9212121,"1,18",108,Q1
915,9204022,"2,07",174,Q1
916,9205046,1,1,Q4
917,9210133,"1,69",116,Q1
918,9206099,1,1,Q4
919,9210062,"5,76",673,Q1
920,9206002,"1,18",108,Q1
921,9205003,"0,73",62,Q2
922,9212118,"1,18",108,Q1
923,9203067,"1,08",88,Q2
924,9211080,1,1,Q4
925,9205037,"2,50",283,-
926,9210033,1,1,Q4
927,9210010,"5,47",297,Q1
928,9209016,1,1,Q4
929,9210119,1,1,Q4
930,9212094,"0,88",97,Q1
931,9205077,"1,18",108,Q1
932,9212089,1,1,Q4
933,9201002,"5,76",673,Q1
934,9211112,"1,18",108,Q1
935,9212081,"1,74",189,Q1
936,9212136,"2,50",283,-
937,9210138,1,1,Q4
938,9206109,"0,93",119,Q2
939,9210148,1,1,Q4
940,9201041,"2,07",174,Q1
941,9201011,1,1,Q4
942,9206080,"2,07",174,Q1
943,9212049,1,1,Q4
944,9205085,"2,07",174,Q1
945,9201051,"1,57",152,Q1
946,9209024,1,1,Q4
947,9212022,"0,93",119,Q2
948,9203002,1,1,Q4
949,9205021,"2,50",283,-
950,9212061,"1,08",88,Q2
951,9212011,1,1,Q4
952,9206074,1,1,Q4
953,9207110,"1,25",5,Q3
954,9210092,1,1,Q4
955,9203049,1,1,Q4
956,9209012,"2,50",283,-
957,9210116,"5,76",673,Q1
958,9212047,"1,57",152,Q1
959,9205082,"2,07",174,Q1
960,9211049,1,1,Q4
961,9202065,"1,57",152,Q1
962,9207023,"1,18",108,Q1
963,9210026,1,1,Q4
964,9212106,1,1,Q4
965,9208050,"1,08",88,Q2
966,9208076,1,1,Q4
967,9207035,1,1,Q4
968,9208052,"0,93",119,Q2
969,9208051,1,1,Q4
970,9208031,"2,07",174,Q1
971,9209057,"2,07",174,Q1
972,9207080,"1,57",152,Q1
973,9211060,"1,09",198,Q1
974,9206071,1,1,Q4
975,9201013,"2,07",174,Q1
976,9210067,1,1,Q4
977,9211040,"2,07",174,Q1
978,9209023,"2,07",174,Q1
979,9201021,"2,07",174,Q1
980,9212119,1,1,Q4
981,9205007,"1,74",189,Q1
982,9201068,"1,08",88,Q2
983,9204100,"2,07",174,Q1
984,9204052,"2,07",174,Q1
985,9207037,1,1,Q4
986,9212056,1,1,Q4
987,9211090,"0,37",45,Q4
988,9207048,"0,37",45,Q4
989,9209014,1,1,Q4
990,9210150,"1,57",152,Q1
991,9211111,1,1,Q4
992,9207103,1,1,Q4
993,9201015,"1,08",88,Q2
994,9204017,1,1,Q4
995,9212009,"2,50",283,-
996,9209032,1,1,Q4
997,9205065,"1,08",88,Q2
998,9211135,"1,18",108,Q1
999,9207046,"2,07",174,Q1
1000,9212067,"1,57",152,Q1
1001,9211016,"5,76",673,Q1
1002,9210084,"1,08",88,Q2
1003,9211113,"1,57",152,Q1
1004,9209077,"0,93",119,Q2
1005,9209001,"1,09",198,Q1
1006,9210003,"2,50",283,-
1007,9207040,"1,18",108,Q1
1008,9208061,"1,57",152,Q1
1009,9209122,1,1,Q4
1010,9204020,"2,07",174,Q1
1011,9210164,1,1,Q4
1012,9202027,1,1,Q4
1013,9201020,"2,07",174,Q1
1014,9212141,"1,08",88,Q2
1015,9205062,"2,50",283,-
1016,9209043,"2,07",174,Q1
1017,9203084,"2,07",174,Q1
1018,9207067,1,1,Q4
1019,9212076,1,1,Q4
1020,9210152,"0,93",119,Q2
1021,9209102,"2,50",283,-
1022,9209013,1,1,Q4
1023,9202092,"2,07",174,Q1
1024,9203065,"2,07",174,Q1
1025,9211031,"1,08",88,Q2
1026,9209067,1,1,Q4
1027,9210056,1,1,Q4
1028,9202068,"1,74",189,Q1
1029,9212063,"0,93",119,Q2
1030,9202062,1,1,Q4
1031,9208054,"1,18",108,Q1
1032,9208019,1,1,Q4
1033,9207038,"2,07",174,Q1
1034,9210086,1,1,Q4
1035,9209019,1,1,Q4
1036,9206044,"2,50",283,-
1037,9211008,"1,08",88,Q2
1038,9209009,"1,08",88,Q2
1039,9204084,"1,08",88,Q2
1040,9211057,1,1,Q4
1041,9203020,"1,08",88,Q2
1042,9202053,"1,74",189,Q1
1043,9206098,"2,07",174,Q1
1044,9209039,1,1,Q4
1045,9207012,1,1,Q4
1046,9212090,1,1,Q4
1047,9201077,"1,18",108,Q1
1048,9212004,1,1,Q4
1049,9207097,"2,50",283,-
1050,9205045,1,1,Q4
1051,9212005,"1,09",198,Q1
1052,9212151,1,1,Q4
1053,9209005,"2,50",283,-
1054,9205034,"2,07",174,Q1
1055,9212125,"2,07",174,Q1
1056,9202030,"1,69",116,Q1
1057,9204023,1,1,Q4
1058,9212131,1,1,Q4
1059,9208034,1,1,Q4
1060,9212113,"2,07",174,Q1
1061,9205022,"2,50",283,-
1062,9211064,"1,08",88,Q2
1063,9211117,"2,07",165,Q1
1064,9212085,1,1,Q4
1065,9212155,"1,69",116,Q1
1066,9210078,1,1,Q4
1067,9201031,1,1,Q4
1068,9211001,1,1,Q4
1069,9212038,1,1,Q4
1070,9212120,"2,50",283,-
1071,9205011,"5,76",673,Q1
1072,9211030,"2,50",283,-
1073,9211036,1,1,Q4
1074,9209082,1,1,Q4
1075,9211034,"1,08",88,Q2
1076,9212091,"5,76",673,Q1
1077,9212073,1,1,Q4
1078,9204079,"2,07",174,Q1
1079,9211053,"2,07",174,Q1
1080,9204028,"1,18",108,Q1
1081,9206025,1,1,Q4
1082,9205112,1,1,Q4
1083,9204059,"2,07",174,Q1
1084,9205005,"1,08",88,Q2
1085,9211125,1,1,Q4
1086,9207056,1,1,Q4
1087,9210082,1,1,Q4
1088,9210147,"2,50",283,-
1089,9208010,"0,73",62,Q2
1090,9212079,"1,18",108,Q1
1091,9211114,"1,09",198,Q1
1092,9211042,"1,18",108,Q1
1093,9204033,"1,08",88,Q2
1094,9207099,"2,50",283,-
1095,9206056,"2,07",174,Q1
1096,9211054,"1,74",189,Q1
1097,9209113,1,1,Q4
1098,9202050,"1,08",88,Q2
1099,9206030,1,1,Q4
1100,9205039,"0,93",119,Q2
1101,9210044,1,1,Q4
1102,9205015,"2,07",174,Q1
1103,9212156,"1,08",88,Q2
1104,9204080,"2,50",283,-
1105,9205087,"1,25",5,Q3
1106,9209128,1,1,Q4
1107,9201052,1,1,Q4
1108,9211120,1,1,Q4
1109,9212084,1,1,Q4
1110,9203044,"2,07",174,Q1
1111,9212013,1,1,Q4
1112,9205109,1,1,Q4
1113,9205072,"1,57",152,Q1
1114,9211002,"1,08",88,Q2
1115,9211077,1,1,Q4
1116,9211137,1,1,Q4
1117,9201022,1,1,Q4
1118,9210015,"2,07",174,Q1
1119,9212003,"2,07",174,Q1
1120,9209091,1,1,Q4
1121,9210125,"1,09",198,Q1
1122,9201009,1,1,Q4
1123,9212048,"2,07",174,Q1
1124,9204070,1,1,Q4
1125,9209075,1,1,Q4
1126,9212139,"1,25",5,Q3
1127,9212008,1,1,Q4
1128,9201080,"2,07",174,Q1
1129,9212158,"2,50",283,-
1130,9205053,"1,08",88,Q2
1131,9207026,"1,09",198,Q1
1132,9203024,"1,08",88,Q2
1133,9202066,"1,08",88,Q2
1134,9208029,"2,07",174,Q1
1135,9210095,"1,01",60,Q2
1136,9207070,"2,50",283,-
1137,9209071,1,1,Q4
1138,9206095,"5,76",673,Q1
1139,9211070,1,1,Q4
1140,9208059,"2,07",174,Q1
1141,9208042,1,1,Q4
1142,9208049,"1,08",88,Q2
1143,9212143,1,1,Q4
1144,9211065,"0,37",45,Q4
1145,9210047,1,1,Q4
1146,9209034,"1,01",60,Q2
1147,9207108,"5,76",673,Q1
1148,9202012,"2,07",174,Q1
1149,9208041,"1,18",108,Q1
1150,9209097,1,1,Q4
1151,9206007,"2,07",174,Q1
1152,9207027,1,1,Q4
1153,9212135,"5,76",673,Q1
1154,9203022,"2,07",174,Q1
1155,9206090,"1,57",152,Q1
1156,9204044,"1,18",108,Q1
1157,9205050,"2,50",283,-
1158,9210060,"2,07",174,Q1
1159,9210068,"2,07",174,Q1
1160,9205009,"2,07",174,Q1
1161,9201064,"1,18",108,Q1
1162,9203041,1,1,Q4
1163,9208011,"2,07",174,Q1
1164,9206063,1,1,Q4
1165,9212023,"2,07",174,Q1
1166,9206048,"2,07",174,Q1
1167,9210030,"1,08",88,Q2
1168,9201024,1,1,Q4
1169,9202064,1,1,Q4
1170,9203001,1,1,Q4
1171,9204101,"2,50",283,-
1172,9202078,1,1,Q4
1173,9202017,1,1,Q4
1174,9205042,"2,07",174,Q1
1175,9204024,1,1,Q4
1176,9202051,"1,08",88,Q2
1177,9202015,"1,08",88,Q2
1178,9203014,"2,50",283,-
1179,9210101,1,1,Q4
1180,9205010,1,1,Q4
1181,9206092,1,1,Q4
1182,9206076,1,1,Q4
1183,9210002,"2,07",174,Q1
1184,9204036,1,1,Q4
1185,9203071,1,1,Q4
1186,9203037,1,1,Q4
1187,9207041,"0,73",62,Q2
1188,9202033,1,1,Q4
1189,9209049,"2,50",283,-
1190,9210085,"2,07",174,Q1
1191,9207060,"2,07",174,Q1
1192,9210073,1,1,Q4
1193,9209103,1,1,Q4
1194,9203006,"1,18",108,Q1
1195,9201028,"2,50",283,-
1196,9207111,"1,57",152,Q1
1197,9206113,1,1,Q4
1198,9209028,"1,69",116,Q1
1199,9212146,"2,50",283,-
1200,9211004,"2,50",283,-
1201,9210046,1,1,Q4
1202,9211088,1,1,Q4
1203,9204021,"1,08",88,Q2
1204,9202021,"2,07",174,Q1
1205,9209105,1,1,Q4
1206,9204071,"2,07",174,Q1
1207,9207077,"2,07",174,Q1
1208,9201075,"2,07",174,Q1
1209,9203009,1,1,Q4
1210,9211136,1,1,Q4
1211,9209007,1,1,Q4
1212,9211051,1,1,Q4
1213,9204045,1,1,Q4
1214,9211089,"0,37",45,Q4
1215,9209021,1,1,Q4
1216,9207093,"1,08",88,Q2
1217,9211074,"1,18",108,Q1
1218,9210066,"0,37",45,Q4
1219,9210124,"2,07",174,Q1
1220,9209114,1,1,Q4
1221,9211107,"2,07",174,Q1
1222,9202052,"1,08",88,Q2
1223,9205073,"1,18",108,Q1
1224,9204099,"5,76",673,Q1
1225,9209108,1,1,Q4
1226,9209056,1,1,Q4
1227,9210070,"0,93",119,Q2
1228,9212137,1,1,Q4
1229,9211128,"1,18",108,Q1
1230,9206111,"1,08",88,Q2
1231,9212053,1,1,Q4
1232,9205066,"2,50",283,-
1233,9202004,"2,50",283,-
1234,9209109,1,1,Q4
1235,9209003,1,1,Q4
1236,9201038,1,1,Q4
1237,9203025,"2,07",174,Q1
1238,9211124,1,1,Q4
1239,9201059,"2,07",174,Q1
1240,9206100,1,1,Q4
1241,9209066,1,1,Q4
1242,9203033,"1,18",108,Q1
1243,9210037,"1,57",152,Q1
1244,9206038,1,1,Q4
1245,9209047,"0,37",45,Q4
1246,9206036,"2,50",283,-
1247,9211097,"1,57",152,Q1
1248,9210146,1,1,Q4
1249,9210113,1,1,Q4
1250,9211138,"1,09",198,Q1
1251,9210136,"1,08",88,Q2
1252,9206031,"1,08",88,Q2
1253,9207058,1,1,Q4
1254,9210071,"0,93",119,Q2
1255,9201023,1,1,Q4
1256,9212099,1,1,Q4
1257,9206040,"1,57",152,Q1
1258,9204042,1,1,Q4
1259,9204037,"1,08",88,Q2
1260,9210088,"1,08",88,Q2
1261,9207090,1,1,Q4
1262,9205017,1,1,Q4
1263,9206042,"2,07",174,Q1
1264,9208013,1,1,Q4
1265,9207074,"2,50",283,-
1266,9210093,1,1,Q4
1267,9205115,"2,50",283,-
1268,9210048,1,1,Q4
1269,9211006,1,1,Q4
1270,9209033,1,1,Q4
1271,9206093,"0,37",45,Q4
1272,9211083,1,1,Q4
1273,9204011,1,1,Q4
1274,9210112,1,1,Q4
1275,9202071,"1,74",189,Q1
1276,9206075,"2,07",174,Q1
1277,9202025,"1,18",108,Q1
1278,9201042,1,1,Q4
1279,9207085,"2,07",174,Q1
1280,9201061,"2,50",283,-
1281,9204018,1,1,Q4
1282,9201016,1,1,Q4
1283,9205096,"2,50",283,-
1284,9212127,"2,07",174,Q1
1285,9204053,"2,07",174,Q1
1286,9208077,1,1,Q4
1287,9212092,1,1,Q4
1288,9206037,"1,57",152,Q1
1289,9210160,"2,50",283,-
1290,9210036,1,1,Q4
1291,9203057,"2,50",283,-
1292,9205008,"2,07",174,Q1
1293,9211071,"2,07",174,Q1
1294,9211037,1,1,Q4
1295,9209090,"1,74",189,Q1
1296,9205105,1,1,Q4
1297,9204050,"2,07",174,Q1
1298,9202041,1,1,Q4
1299,9210121,"2,07",174,Q1
1300,9201058,"5,76",673,Q1
1301,9204056,"1,57",152,Q1
1302,9209048,1,1,Q4
1303,9210001,1,1,Q4
1304,9211039,1,1,Q4
1305,9205025,"2,07",174,Q1
1306,9212020,"5,76",673,Q1
1307,9212057,"1,18",108,Q1
1308,9209069,"1,08",88,Q2
1309,9205002,"1,08",88,Q2
1310,9212110,"2,07",174,Q1
1311,9202046,"2,07",174,Q1
1312,9206068,1,1,Q4
1313,9206078,1,1,Q4
1314,9206013,1,1,Q4
1315,9202067,1,1,Q4
1316,9205111,"1,08",88,Q2
1317,9202056,1,1,Q4
1318,9209037,1,1,Q4
1319,9210018,1,1,Q4
1320,9210123,"5,76",673,Q1
1321,9212122,1,1,Q4
1322,9212140,"1,08",88,Q2
1323,9203078,1,1,Q4
1324,9212133,1,1,Q4
1325,9209053,"1,57",152,Q1
1326,9209010,"1,18",108,Q1
1327,9206112,1,1,Q4
1328,9207015,"1,09",198,Q1
1329,9212066,"0,93",119,Q2
1330,9211062,1,1,Q4
1331,9206084,"2,07",174,Q1
1332,9202006,1,1,Q4
1333,9209060,"0,37",45,Q4
1334,9211132,1,1,Q4
1335,9212077,1,1,Q4
1336,9210024,1,1,Q4
1337,9205084,"2,07",174,Q1
1338,9205102,"1,74",189,Q1
1339,9202083,1,1,Q4
1340,9207072,"1,18",108,Q1
1341,9206011,"2,50",283,-
1342,9207032,1,1,Q4
1343,9207101,"2,07",174,Q1
1344,9208070,"2,50",283,-
1345,9205032,"2,07",174,Q1
1346,9212153,1,1,Q4
1347,9212033,"0,37",45,Q4
1348,9208001,1,1,Q4
1349,9202069,"2,07",174,Q1
1350,9212088,"2,07",174,Q1
1351,9202042,1,1,Q4
1352,9207018,"2,07",174,Q1
1353,9204057,"5,07",274,Q1
1354,9205099,1,1,Q4
1355,9203050,"1,74",189,Q1
1356,9209078,"0,73",62,Q2
1357,9204085,1,1,Q4
1358,9211116,1,1,Q4
1359,9211052,"1,57",152,Q1
1360,9202018,"2,07",174,Q1
1361,9209045,1,1,Q4
1362,9212036,"5,07",274,Q1
1363,9212027,"1,18",108,Q1
1364,9210021,"2,07",174,Q1
1365,9202031,"2,50",283,-
1366,9207025,1,1,Q4
1367,9312153,"1,69",116,Q1
1368,9310186,1,1,Q4
1369,9303026,"1,09",198,Q1
1370,9302049,"2,07",174,Q1
1371,9310158,1,1,Q4
1372,9312113,1,1,Q4
1373,9310172,1,1,Q4
1374,9310081,"1,13",115,Q1
1375,9303166,1,1,Q4
1376,9302074,"0,02",24,Q4
1377,9312010,1,1,Q4
1378,9306031,1,1,Q4
1379,9307159,1,1,Q4
1380,9304013,"2,50",283,-
1381,9303104,1,1,Q4
1382,9301088,1,1,Q4
1383,9312132,"1,74",189,Q1
1384,9307107,"1,69",116,Q1
1385,9304003,"2,07",174,Q1
1386,9305173,"1,18",108,Q1
1387,9312209,"1,08",88,Q2
1388,9308117,"2,07",174,Q1
1389,9311112,"1,09",198,Q1
1390,9308032,1,1,Q4
1391,9311146,"1,74",189,Q1
1392,9308061,1,1,Q4
1393,9304019,"1,18",108,Q1
1394,9304145,"2,50",283,-
1395,9309026,"1,08",88,Q2
1396,9312129,"1,57",152,Q1
1397,9304125,"1,57",152,Q1
1398,9301042,"2,07",174,Q1
1399,9308001,"2,50",283,-
1400,9305011,1,1,Q4
1401,9306096,"2,07",174,Q1
1402,9311113,1,1,Q4
1403,9307186,"2,50",283,-
1404,9305058,"1,08",88,Q2
1405,9307116,1,1,Q4
1406,9305068,"2,07",174,Q1
1407,9312094,"1,18",108,Q1
1408,9306107,"1,18",108,Q1
1409,9312014,"1,74",189,Q1
1410,9306089,"1,09",198,Q1
1411,9308111,1,1,Q4
1412,9310045,"1,01",60,Q2
1413,9306121,"0,46",65,Q3
1414,9309080,1,1,Q4
1415,9312051,1,1,Q4
1416,9311140,1,1,Q4
1417,9311065,"1,25",5,Q3
1418,9305185,1,1,Q4
1419,9302031,1,1,Q4
1420,9310017,1,1,Q4
1421,9303028,"0,93",119,Q2
1422,9309143,"2,07",174,Q1
1423,9311165,1,1,Q4
1424,9307119,"0,93",119,Q2
1425,9310102,"0,93",119,Q2
1426,9301063,1,1,Q4
1427,9303150,"5,76",673,Q1
1428,9311188,1,1,Q4
1429,9308095,"1,18",108,Q1
1430,9305040,1,1,Q4
1431,9310034,1,1,Q4
1432,9306163,"2,07",174,Q1
1433,9306146,"2,07",174,Q1
1434,9303173,1,1,Q4
1435,9307059,"5,76",673,Q1
1436,9311102,1,1,Q4
1437,9309147,"1,08",88,Q2
1438,9301009,1,1,Q4
1439,9302106,1,1,Q4
1440,9305034,1,1,Q4
1441,9312159,"1,18",108,Q1
1442,9311034,1,1,Q4
1443,9305153,1,1,Q4
1444,9303044,"1,69",116,Q1
1445,9308074,1,1,Q4
1446,9305156,"0,93",119,Q2
1447,9304158,1,1,Q4
1448,9310159,"2,50",283,-
1449,9305047,1,1,Q4
1450,9310132,"1,69",116,Q1
1451,9310174,"2,50",283,-
1452,9304043,"2,50",283,-
1453,9310054,1,1,Q4
1454,9311167,"0,97",46,Q1
1455,9303014,"2,50",283,-
1456,9303177,"0,63",60,Q3
1457,9310092,1,1,Q4
1458,9305041,"2,07",174,Q1
1459,9312114,"2,07",174,Q1
1460,9301026,"1,09",198,Q1
1461,9310101,"2,50",283,-
1462,9306064,1,1,Q4
1463,9310184,"1,18",108,Q1
1464,9311067,"1,09",198,Q1
1465,9304063,"1,57",152,Q1
1466,9309087,1,1,Q4
1467,9306112,1,1,Q4
1468,9309067,1,1,Q4
1469,9310075,1,1,Q4
1470,9305130,"1,08",88,Q2
1471,9306009,"2,07",174,Q1
1472,9309013,1,1,Q4
1473,9307174,"2,07",174,Q1
1474,9305039,1,1,Q4
1475,9305019,1,1,Q4
1476,9312004,"1,57",152,Q1
1477,9308108,1,1,Q4
1478,9305111,1,1,Q4
1479,9301034,"2,07",174,Q1
1480,9311101,"2,50",283,-
1481,9312185,"2,07",174,Q1
1482,9305051,1,1,Q4
1483,9301024,1,1,Q4
1484,9303156,"2,07",174,Q1
1485,9311144,"2,07",174,Q1
1486,9306150,"1,18",108,Q1
1487,9302007,"1,08",88,Q2
1488,9307006,1,1,Q4
1489,9309106,"5,76",673,Q1
1490,9307013,1,1,Q4
1491,9301123,"1,18",108,Q1
1492,9304066,1,1,Q4
1493,9307062,"1,09",198,Q1
1494,9312204,"2,50",283,-
1495,9311156,1,1,Q4
1496,9309054,"1,69",116,Q1
1497,9310148,"1,18",108,Q1
1498,9306117,"2,50",283,-
1499,9306049,"1,09",198,Q1
1500,9311050,"2,50",283,-
1501,9306006,"2,50",283,-
1502,9311075,1,1,Q4
1503,9311033,1,1,Q4
1504,9303126,1,1,Q4
1505,9312143,1,1,Q4
1506,9304011,1,1,Q4
1507,9306020,1,1,Q4
1508,9310084,"1,09",198,Q1
1509,9312145,"1,18",108,Q1
1510,9301066,1,1,Q4
1511,9306109,1,1,Q4
1512,9304109,1,1,Q4
1513,9308008,1,1,Q4
1514,9310166,1,1,Q4
1515,9307008,"0,24",42,Q2
1516,9308003,1,1,Q4
1517,9307122,"2,07",174,Q1
1518,9311150,1,1,Q4
1519,9311122,"2,07",174,Q1
1520,9307064,1,1,Q4
1521,9312047,1,1,Q4
1522,9309123,"5,76",673,Q1
1523,9307092,"2,07",174,Q1
1524,9310052,"2,07",174,Q1
1525,9304091,"1,18",108,Q1
1526,9306077,"2,07",174,Q1
1527,9312096,"1,57",152,Q1
1528,9301043,1,1,Q4
1529,9311173,"2,50",283,-
1530,9305079,"1,18",108,Q1
1531,9308112,1,1,Q4
1532,9307175,"2,07",174,Q1
1533,9304093,"2,50",283,-
1534,9304086,"1,74",189,Q1
1535,9301032,1,1,Q4
1536,9309030,"1,57",152,Q1
1537,9307025,1,1,Q4
1538,9307177,"2,50",283,-
1539,9301130,1,1,Q4
1540,9303118,"1,18",108,Q1
1541,9310201,"0,73",62,Q2
1542,9311145,1,1,Q4
1543,9305018,"2,07",174,Q1
1544,9310188,"1,18",108,Q1
1545,9302057,1,1,Q4
1546,9309111,1,1,Q4
1547,9306028,"2,07",174,Q1
1548,9310163,"1,74",189,Q1
1549,9312091,"0,65",63,Q2
1550,9309082,1,1,Q4
1551,9310067,"1,18",108,Q1
1552,9312021,"2,50",283,-
1553,9304160,1,1,Q4
1554,9304090,1,1,Q4
1555,9304007,"1,18",108,Q1
1556,9311136,1,1,Q4
1557,9303138,1,1,Q4
1558,9307189,1,1,Q4
1559,9305158,1,1,Q4
1560,9310195,"2,07",174,Q1
1561,9311179,"0,65",63,Q2
1562,9308020,"0,02",24,Q4
1563,9305147,"2,50",283,-
1564,9312012,"0,93",119,Q2
1565,9304077,1,1,Q4
1566,9309002,"2,07",174,Q1
1567,9308013,"1,57",152,Q1
1568,9310131,"2,50",283,-
1569,9306057,"1,18",108,Q1
1570,9309047,"1,18",108,Q1
1571,9310071,1,1,Q4
1572,9302077,"1,18",108,Q1
1573,9309133,1,1,Q4
1574,9308025,1,1,Q4
1575,9303152,1,1,Q4
1576,9312061,1,1,Q4
1577,9304024,"1,18",108,Q1
1578,9305179,"2,50",283,-
1579,9307100,1,1,Q4
1580,9307182,"5,76",673,Q1
1581,9308048,"0,93",119,Q2
1582,9312007,"2,07",174,Q1
1583,9307078,1,1,Q4
1584,9311019,"2,50",283,-
1585,9306123,1,1,Q4
1586,9311045,"1,18",108,Q1
1587,9306059,"1,18",108,Q1
1588,9305181,"0,38",58,Q3
1589,9301030,"5,76",673,Q1
1590,9305136,"1,09",198,Q1
1591,9308124,"1,18",108,Q1
1592,9305102,1,1,Q4
1593,9302054,1,1,Q4
1594,9304069,1,1,Q4
1595,9310107,1,1,Q4
1596,9303128,"5,76",673,Q1
1597,9312098,1,1,Q4
1598,9306128,"0,37",45,Q4
1599,9310173,1,1,Q4
1600,9306060,"2,50",283,-
1601,9309148,1,1,Q4
1602,9304010,1,1,Q4
1603,9309075,"2,50",283,-
1604,9306024,"5,76",673,Q1
1605,9307125,1,1,Q4
1606,9304121,"1,08",88,Q2
1607,9306111,1,1,Q4
1608,9302006,"1,57",152,Q1
1609,9306084,"2,07",174,Q1
1610,9303115,1,1,Q4
1611,9312072,1,1,Q4
1612,9307086,"2,07",174,Q1
1613,9308129,"2,07",174,Q1
1614,9305052,"2,50",283,-
1615,9301071,1,1,Q4
1616,9305095,"2,07",174,Q1
1617,9308135,"2,07",174,Q1
1618,9309045,1,1,Q4
1619,9310049,"0,65",63,Q2
1620,9310007,"2,07",174,Q1
1621,9308149,1,1,Q4
1622,9312038,"2,50",283,-
1623,9307157,1,1,Q4
1624,9306033,1,1,Q4
1625,9302144,"2,50",283,-
1626,9311100,"2,50",283,-
1627,9310145,"1,18",108,Q1
1628,9312198,1,1,Q4
1629,9311062,"2,07",174,Q1
1630,9310175,"1,74",189,Q1
1631,9307094,1,1,Q4
1632,9304089,1,1,Q4
1633,9301095,"2,50",283,-
1634,9312066,1,1,Q4
1635,9305129,"1,08",88,Q2
1636,9302140,1,1,Q4
1637,9305169,1,1,Q4
1638,9306104,1,1,Q4
1639,9303005,1,1,Q4
1640,9312085,1,1,Q4
1641,9307131,"2,50",283,-
1642,9301112,"2,07",174,Q1
1643,9306050,"1,69",116,Q1
1644,9306114,"0,46",65,Q3
1645,9303052,"2,07",174,Q1
1646,9312034,"5,76",673,Q1
1647,9310056,1,1,Q4
1648,9306026,"2,07",174,Q1
1649,9306118,"2,07",174,Q1
1650,9307046,"2,07",174,Q1
1651,9309149,1,1,Q4
1652,9305060,1,1,Q4
1653,9305089,1,1,Q4
1654,9301113,"1,69",116,Q1
1655,9308029,"5,76",673,Q1
1656,9305124,1,1,Q4
1657,9307165,"0,93",119,Q2
1658,9309095,1,1,Q4
1659,9310182,1,1,Q4
1660,9311114,"1,09",198,Q1
1661,9302071,"1,57",152,Q1
1662,9303073,1,1,Q4
1663,9305137,"1,08",88,Q2
1664,9305180,"1,57",152,Q1
1665,9304062,"5,76",673,Q1
1666,9308030,"1,69",116,Q1
1667,9303135,1,1,Q4
1668,9307034,"2,50",283,-
1669,9303123,"2,07",174,Q1
1670,9307079,"2,50",283,-
1671,9301114,"2,07",174,Q1
1672,9301104,1,1,Q4
1673,9304072,"1,08",88,Q2
1674,9307051,"2,50",283,-
1675,9308076,"2,50",283,-
1676,9310028,1,1,Q4
1677,9305069,1,1,Q4
1678,9306153,"5,47",297,Q1
1679,9305007,"2,50",283,-
1680,9311108,"1,25",5,Q3
1681,9306149,"1,57",152,Q1
1682,9303179,1,1,Q4
1683,9302013,1,1,Q4
1684,9311185,1,1,Q4
1685,9302102,1,1,Q4
1686,9310196,1,1,Q4
1687,9312165,1,1,Q4
1688,9308104,"2,07",174,Q1
1689,9304156,1,1,Q4
1690,9304068,"2,50",283,-
1691,9311015,"2,07",174,Q1
1692,9310112,"5,76",673,Q1
1693,9307124,"2,07",174,Q1
1694,9305006,"1,74",189,Q1
1695,9305075,1,1,Q4
1696,9306158,"1,18",108,Q1
1697,9308007,"2,07",174,Q1
1698,9304033,"1,69",116,Q1
1699,9312068,"1,09",198,Q1
1700,9311159,1,1,Q4
1701,9304161,1,1,Q4
1702,9306016,"1,09",198,Q1
1703,9303095,"0,73",62,Q2
1704,9309038,1,1,Q4
1705,9308147,1,1,Q4
1706,9303017,"2,07",174,Q1
1707,9311008,"2,50",283,-
1708,9307015,"1,74",189,Q1
1709,9304012,1,1,Q4
1710,9312062,1,1,Q4
1711,9310136,"2,07",174,Q1
1712,9306141,"2,07",174,Q1
1713,9302019,1,1,Q4
1714,9306043,1,1,Q4
1715,9304055,"2,07",174,Q1
1716,9308152,1,1,Q4
1717,9305154,"2,07",174,Q1
1718,9306138,"1,57",152,Q1
1719,9302066,1,1,Q4
1720,9310125,1,1,Q4
1721,9312183,1,1,Q4
1722,9306067,"1,08",88,Q2
1723,9302009,"2,50",283,-
1724,9307185,1,1,Q4
1725,9309055,1,1,Q4
1726,9308088,1,1,Q4
1727,9301101,"1,08",88,Q2
1728,9303106,1,1,Q4
1729,9310167,"1,08",88,Q2
1730,9302136,"1,57",152,Q1
1731,9312181,1,1,Q4
1732,9305050,1,1,Q4
1733,9304022,"1,25",5,Q3
1734,9312093,"1,01",60,Q2
1735,9305055,1,1,Q4
1736,9303031,1,1,Q4
1737,9312123,1,1,Q4
1738,9308072,1,1,Q4
1739,9302022,"2,07",174,Q1
1740,9305071,"0,73",62,Q2
1741,9305091,1,1,Q4
1742,9310128,"1,74",189,Q1
1743,9307097,1,1,Q4
1744,9304101,1,1,Q4
1745,9309005,1,1,Q4
